datekey,productkey,warehousekey,producedqty,scrapqty,machinehours,downtimehours
20251010,27,2,120.77,9.54,6.69,2.38
20251010,3,3,143.81,3.61,13.6,0.2
20251013,11,2,129.38,10.67,8.16,1.69
20251013,24,2,29.28,1.49,7.39,0.94
20251013,13,2,18.15,1.49,11.72,2.52
20251013,4,1,148.18,4.37,12.99,1.73
20251013,7,2,112.25,0.81,10.1,2.88
20251014,10,2,52.97,0.8,11.57,2.02
20251014,22,1,36.61,0.24,5.98,0.91
20251014,4,3,148.93,5.27,4.43,1.4
20251014,20,2,71.14,3.21,9.81,2.28
20251014,30,1,25.2,1.61,17.51,2.23
20251015,15,2,47.41,2.05,11.0,1.35
20251015,29,1,9.13,0.29,16.27,2.33
20251015,7,2,123.4,7.54,7.23,1.41
20251015,23,3,81.25,5.86,9.35,0.66
20251015,5,2,8.01,0.09,4.11,1.45
20251016,3,3,19.52,1.36,9.41,0.46
20251016,20,1,76.63,1.51,6.57,2.22
20251016,17,1,93.31,0.53,9.34,0.52
20251016,30,1,142.86,3.41,3.99,1.01
20251016,28,3,1.79,0.0,19.74,2.92
20251017,8,3,95.95,2.63,17.77,0.83
20251017,26,2,15.23,1.01,9.51,0.84
20251017,5,3,80.83,0.45,7.42,2.39
20251017,10,3,1.8,0.06,15.09,2.6
20251017,28,1,122.58,7.95,5.82,1.85
20251020,2,1,29.54,2.87,14.88,2.67
20251020,19,2,30.93,2.06,10.84,2.61
20251020,23,1,36.51,2.85,2.6,1.25
20251020,17,1,147.56,11.13,8.13,1.19
20251020,6,2,52.66,2.04,12.14,0.13
20251021,17,1,33.52,2.66,11.53,0.91
20251021,15,3,126.07,3.87,4.46,2.4
20251021,5,2,39.27,2.43,1.17,2.55
20251021,21,1,125.24,8.62,10.75,0.49
20251021,3,3,143.53,14.23,17.72,2.65
20251022,8,3,119.7,5.54,18.2,1.37
20251022,13,1,142.31,7.91,11.18,1.35
20251022,21,1,98.31,4.09,15.61,0.64
20251022,3,2,128.92,0.35,4.68,1.73
20251022,12,3,88.9,0.24,8.27,1.92
20251023,1,2,115.23,0.52,11.02,0.05
20251023,5,1,49.57,4.3,9.25,2.88
20251023,8,1,19.23,1.11,7.79,2.98
20251023,24,1,118.99,11.34,11.03,1.25
20251023,4,3,40.72,0.34,19.58,0.83
20251024,17,3,56.41,3.05,8.63,0.15
20251024,4,2,27.15,2.3,19.9,2.39
20251024,6,1,126.67,8.4,2.82,2.49
20251024,20,2,77.1,4.05,16.74,1.5
20251024,23,2,69.7,0.52,17.55,2.58
20251027,22,3,113.44,0.12,18.58,1.88
20251027,19,1,54.63,2.63,2.64,1.81
20251027,8,2,140.12,2.11,7.11,1.98
20251027,7,1,135.25,13.45,2.32,1.63
20251027,21,1,118.35,7.34,1.32,0.03
20251028,26,1,95.13,1.72,10.08,0.66
20251028,14,2,89.3,6.93,9.56,2.05
20251028,15,3,134.8,10.4,4.88,2.11
20251028,11,3,130.69,9.42,8.71,1.42
20251028,18,3,77.56,3.98,10.9,1.62
20251029,16,2,71.42,6.26,5.37,1.61
20251029,23,2,104.63,1.62,18.38,0.76
20251029,8,1,113.77,1.67,5.1,2.94
20251029,21,3,100.48,7.93,2.52,2.14
20251029,6,3,117.05,10.06,10.53,2.14
20251030,6,2,54.62,2.34,10.51,1.36
20251030,29,1,5.06,0.25,17.69,1.98
20251030,4,1,84.28,1.28,15.63,1.54
20251030,28,2,143.7,8.47,7.92,0.87
20251030,8,1,9.1,0.9,1.54,2.65
20251031,30,1,14.3,1.14,3.56,0.77
20251031,17,2,60.52,1.26,2.12,1.72
20251031,29,1,124.55,9.89,7.48,1.73
20251031,1,3,23.07,1.13,6.79,2.73
20251031,4,1,119.95,1.91,2.37,0.45
20251103,7,1,61.53,4.58,17.18,0.78
20251103,27,1,146.77,11.01,2.74,1.16
20251103,20,3,32.91,0.41,5.49,0.0
20251103,28,3,90.46,7.49,3.64,0.13
20251103,22,1,28.42,2.19,13.42,0.61
20251104,10,3,50.2,4.77,11.51,2.24
20251104,5,2,33.69,1.25,17.53,1.15
20251104,6,1,106.51,3.04,11.43,1.23
20251104,18,3,44.08,3.87,18.65,1.08
20251104,19,2,88.98,6.35,5.07,0.58
20251105,28,1,95.59,4.57,5.67,1.41
20251105,12,2,55.58,1.64,5.67,1.42
20251105,9,1,23.13,1.35,12.36,1.14
20251105,11,2,128.72,2.22,13.31,0.35
20251105,8,1,23.05,2.22,9.64,0.03
20251106,25,2,3.86,0.36,6.36,0.57
20251106,7,2,140.46,3.52,3.04,2.42
20251106,16,2,88.21,5.41,18.84,1.65
20251106,19,2,61.77,3.36,18.74,2.06
20251106,14,1,98.52,2.83,2.03,2.17
20251107,26,2,102.25,6.86,16.34,1.43
20251107,16,3,146.78,13.92,3.52,0.35
20251107,9,3,83.87,3.63,13.37,1.64
20251107,8,3,66.71,0.45,8.49,2.64
20251107,15,2,38.98,1.92,19.6,1.02
20251110,7,3,140.32,6.56,10.13,1.29
20251110,29,2,128.55,7.92,14.76,1.05
20251110,3,2,117.77,0.7,16.04,0.45
20251110,13,3,22.34,0.97,6.53,1.0
20251110,5,2,141.55,11.34,11.65,2.87
20251111,6,1,103.96,8.44,7.02,1.11
20251111,18,1,129.4,10.45,10.24,1.03
20251111,20,3,55.19,1.2,11.88,2.72
20251111,10,1,14.0,0.49,1.3,2.72
20251111,14,3,63.17,2.41,3.62,1.82
20251112,13,3,49.15,1.36,19.36,0.66
20251112,15,2,116.06,3.48,6.33,0.68
20251112,6,2,147.75,11.66,10.2,0.04
20251112,7,3,75.77,3.59,18.26,2.7
20251112,1,3,64.45,3.53,4.86,2.27
20251113,22,1,64.35,3.12,15.11,1.31
20251113,24,2,111.76,9.33,17.94,2.98
20251113,9,2,83.5,3.32,5.74,0.65
20251113,27,3,148.26,10.18,16.26,2.33
20251113,19,2,21.18,0.86,5.92,2.42
20251114,27,1,106.63,9.23,16.19,1.15
20251114,18,1,68.58,1.19,12.95,0.07
20251114,2,1,103.59,9.01,12.74,1.81
20251114,19,1,7.47,0.71,16.13,2.59
20251114,30,2,4.7,0.39,9.22,0.85
20251117,10,1,34.2,0.44,3.47,1.38
20251117,28,2,22.55,0.68,2.01,1.2
20251117,1,3,62.58,4.29,16.52,0.96
20251117,26,3,9.27,0.13,4.83,0.18
20251117,20,2,69.8,4.21,13.95,0.86
20251118,7,2,51.23,1.3,4.27,1.17
20251118,19,3,79.86,7.44,9.5,1.11
20251118,29,3,69.29,0.03,3.23,1.97
20251118,11,1,142.5,0.06,1.8,2.59
20251118,30,2,145.35,8.72,18.22,1.74
20251119,21,2,77.56,4.05,3.47,1.12
20251119,2,3,10.33,0.19,15.18,2.26
20251119,12,3,98.15,9.34,4.11,2.42
20251119,3,3,135.84,8.75,6.25,1.29
20251119,17,3,51.0,3.91,8.66,2.69
20251120,7,3,50.97,1.68,3.63,1.4
20251120,28,3,19.74,0.77,10.03,0.35
20251120,4,3,130.71,2.27,19.53,2.54
20251120,8,3,56.81,0.85,15.85,1.34
20251120,6,3,117.33,6.42,19.0,2.48
20251121,15,2,73.7,6.68,7.52,2.8
20251121,1,3,13.4,0.66,7.69,0.1
20251121,16,2,34.51,2.14,10.45,2.15
20251121,21,3,118.72,7.58,5.79,2.17
20251121,19,1,16.31,0.47,1.88,1.97
20251124,27,3,0.88,0.02,8.58,1.59
20251124,28,3,48.62,0.09,3.21,1.55
20251124,18,1,48.97,1.23,5.34,2.98
20251124,24,2,131.05,3.37,14.06,0.37
20251124,13,2,36.4,1.11,13.96,0.24
20251125,1,2,102.87,5.36,1.46,1.61
20251125,22,2,140.25,14.02,16.31,0.5
20251125,18,1,48.05,3.43,17.08,2.76
20251125,27,1,130.38,7.19,14.12,2.27
20251125,15,3,40.38,0.96,15.99,0.26
20251126,2,3,93.85,0.43,19.47,0.64
20251126,13,2,12.28,0.84,9.56,0.11
20251126,23,3,71.06,2.93,19.83,0.4
20251126,3,3,34.79,1.88,18.1,0.26
20251126,28,2,55.61,5.43,6.88,0.7
20251127,10,3,136.68,5.57,19.87,2.83
20251127,23,1,15.42,0.8,19.39,2.07
20251127,28,3,124.85,6.98,9.23,2.59
20251127,27,2,63.04,5.65,6.44,2.64
20251127,20,1,105.27,7.75,7.82,1.99
20251128,30,2,77.12,2.26,16.08,0.57
20251128,27,1,61.84,1.02,13.39,1.52
20251128,5,1,47.0,2.93,13.25,0.25
20251128,18,2,106.09,8.86,8.15,2.18
20251128,6,2,112.83,0.59,15.44,0.01
20251201,16,1,85.95,0.61,19.46,0.11
20251201,20,3,147.48,0.99,3.05,1.31
20251201,10,3,131.84,10.93,4.55,2.07
20251201,15,3,52.23,3.86,6.33,2.62
20251201,23,3,87.57,0.05,14.34,0.69
20251202,21,3,111.75,6.86,15.15,2.43
20251202,27,1,143.61,8.78,4.3,0.04
20251202,22,2,61.91,4.06,2.91,2.01
20251202,15,3,86.72,6.02,18.39,1.09
20251202,1,2,72.66,0.44,11.14,0.63
20251203,20,2,40.83,0.52,8.08,2.74
20251203,29,3,143.44,12.3,1.39,2.96
20251203,30,3,118.02,8.26,7.09,1.75
20251203,19,1,71.8,0.75,6.74,0.01
20251203,26,3,141.93,4.3,2.6,0.64
20251204,9,2,120.03,9.72,3.94,3.0
20251204,4,1,30.35,2.81,1.5,2.88
20251204,11,2,97.22,5.12,9.7,1.79
20251204,28,1,73.63,0.33,18.43,2.05
20251204,8,2,1.39,0.1,5.49,2.44
20251205,11,3,139.11,5.2,4.01,1.76
20251205,25,1,8.53,0.34,16.08,3.0
20251205,14,2,90.02,3.87,18.02,1.6
20251205,18,1,148.34,8.05,11.52,0.4
20251205,15,2,1.01,0.02,6.63,2.32
20251208,2,2,60.16,0.25,5.73,1.95
20251208,3,1,56.33,2.12,4.66,1.23
20251208,28,1,38.03,0.74,18.94,2.9
20251208,16,3,140.07,4.85,10.62,2.4
20251208,10,2,140.26,2.32,17.37,2.87
20251209,9,2,64.96,6.38,12.82,1.75
20251209,16,3,77.62,3.31,15.96,0.39
20251209,2,1,50.54,3.34,1.59,1.45
20251209,15,3,19.71,0.77,10.93,2.99
20251209,5,1,28.53,0.6,2.56,2.98
20251210,27,1,136.81,8.91,18.92,2.12
20251210,26,3,135.08,1.86,10.41,2.91
20251210,17,3,115.19,9.23,15.52,0.52
20251210,29,3,27.95,2.15,15.99,0.24
20251210,14,3,120.33,10.92,17.64,1.83
20251211,26,2,94.49,6.76,17.37,0.59
20251211,4,1,67.28,5.81,12.09,2.09
20251211,5,2,81.3,5.11,10.33,2.23
20251211,8,2,68.3,0.71,18.72,0.68
20251211,2,3,146.98,8.97,2.73,2.55
20251212,14,1,39.96,0.02,5.64,0.76
20251212,4,2,21.84,0.42,2.2,0.68
20251212,21,3,115.94,4.35,6.39,0.65
20251212,30,3,47.65,4.31,11.12,2.72
20251212,16,2,11.49,1.1,7.47,1.77
20251215,23,1,38.51,3.72,8.24,0.91
20251215,16,2,25.06,0.13,10.15,1.81
20251215,8,1,11.46,0.32,10.06,1.09
20251215,1,3,124.42,5.03,7.96,0.16
20251215,7,2,74.7,0.22,14.8,2.57
20251216,25,3,33.96,1.83,13.49,0.82
20251216,8,2,69.36,2.58,9.07,1.23
20251216,14,3,90.25,7.49,12.15,0.4
20251216,6,1,39.2,0.31,8.61,1.44
20251216,9,1,27.42,2.4,18.35,2.39
20251217,29,2,58.38,5.62,1.28,1.69
20251217,16,1,61.17,5.12,14.22,1.93
20251217,4,1,14.45,0.17,3.45,1.74
20251217,3,3,68.67,1.75,13.11,2.54
20251217,18,1,48.4,3.59,2.51,2.18
20251218,28,2,106.97,0.83,3.59,0.61
20251218,7,3,113.85,0.43,1.74,1.3
20251218,10,3,52.11,2.71,3.69,1.68
20251218,27,1,0.96,0.08,8.33,0.91
20251218,29,3,12.24,0.51,12.07,0.95
20251219,21,1,133.92,9.08,15.39,2.06
20251219,22,3,12.12,0.88,11.83,2.08
20251219,14,3,89.71,8.61,15.69,0.19
20251219,30,1,30.2,1.9,11.54,0.52
20251219,28,2,32.67,3.17,16.52,0.6
20251222,13,2,60.42,2.31,15.66,0.54
20251222,11,3,139.64,4.57,16.75,0.46
20251222,14,2,97.84,3.11,18.1,0.91
20251222,16,2,144.76,11.52,17.92,1.35
20251222,21,1,104.66,8.1,13.74,2.54
20251223,29,3,120.07,9.27,17.9,0.91
20251223,27,3,10.81,1.07,7.79,2.55
20251223,20,2,88.72,7.87,6.51,1.14
20251223,18,2,2.73,0.05,17.01,0.66
20251223,17,3,41.2,2.33,10.69,2.33
20251224,1,1,39.04,3.18,12.03,2.96
20251224,7,1,1.25,0.1,18.72,2.6
20251224,2,2,23.44,0.19,11.62,0.91
20251224,17,3,148.04,13.69,5.01,2.81
20251224,20,1,70.68,6.25,10.54,0.86
20251225,23,3,128.46,0.09,2.05,2.01
20251225,26,2,97.4,5.55,16.85,0.44
20251225,12,3,55.88,2.75,14.22,1.12
20251225,7,2,94.04,5.09,2.13,2.67
20251225,9,2,66.54,2.77,6.6,2.72
20251226,5,3,91.99,4.7,5.88,1.48
20251226,12,1,133.83,9.37,12.71,2.22
20251226,4,1,130.56,10.63,10.5,2.51
20251226,13,2,77.57,4.37,10.8,3.0
20251226,10,2,61.39,1.96,6.05,1.69
20251229,12,3,127.89,10.46,9.54,0.07
20251229,8,1,137.87,0.1,12.86,0.63
20251229,2,2,123.43,5.39,4.79,0.56
20251229,10,1,61.99,4.79,10.35,0.22
20251229,14,3,142.69,10.97,19.42,1.62
20251230,9,1,97.46,4.09,18.3,2.72
20251230,4,2,90.37,6.49,10.72,1.44
20251230,10,2,79.73,3.89,18.84,1.78
20251230,5,2,117.63,3.42,16.45,2.92
20251230,12,1,75.22,2.78,5.38,1.41
20251231,26,2,133.98,4.57,10.31,0.99
20251231,25,3,97.4,3.15,3.94,1.7
20251231,14,1,114.72,11.32,17.95,2.12
20251231,5,3,120.45,4.7,17.84,2.58
20251231,2,3,74.94,6.43,7.09,2.01
