datekey,customerkey,productkey,regionkey,salesrepkey,warehousekey,invoicenumber,invoicelineno,quantity,listprice,discountamount,netsales,cogs,grossmargin,currency
20241102,17,27,2,1,2,INV996114,4,28.24,114.52,61.27,3172.77,1683.38,1489.39,EUR
20240523,8,1,1,14,1,INV237064,2,41.36,80.73,420.91,2918.08,2023.41,894.67,EUR
20250819,38,9,1,1,1,INV307356,4,40.66,27.48,189.34,928.0,689.19,238.81,EUR
20240505,3,15,1,3,3,INV554197,4,25.31,82.72,178.66,1914.98,1160.83,754.15,EUR
20240710,18,9,4,3,1,INV743937,5,31.23,132.98,414.38,3738.59,2859.4,879.19,EUR
20250505,4,3,3,7,1,INV539599,2,32.49,161.47,261.41,4984.75,3978.96,1005.79,EUR
20250710,2,13,3,8,3,INV919394,4,17.86,117.47,134.95,1963.06,1140.79,822.27,EUR
20240127,21,20,2,1,2,INV161437,4,26.94,155.7,838.58,3355.98,2658.59,697.39,EUR
20240412,16,22,2,5,3,INV955937,1,38.44,190.08,841.28,6465.4,5138.7,1326.7,EUR
20250201,23,30,2,3,1,INV721301,3,40.5,142.55,1055.33,4717.95,2398.9,2319.05,EUR
20251218,23,19,2,10,1,INV977340,4,27.56,43.36,9.07,1185.93,612.95,572.98,EUR
20250908,15,1,4,1,2,INV743966,2,40.52,74.74,107.49,2920.97,2163.64,757.33,EUR
20241127,4,1,2,10,3,INV248533,1,42.48,173.53,1416.16,5955.39,3645.16,2310.23,EUR
20251109,26,19,1,6,2,INV438273,2,48.82,149.15,636.21,6645.29,4597.08,2048.21,EUR
20250513,21,6,3,4,3,INV717558,2,19.54,149.46,172.02,2748.43,1520.74,1227.69,EUR
20240102,37,13,1,3,3,INV433674,5,11.82,117.45,260.07,1128.19,611.7,516.49,EUR
20240320,16,12,3,3,3,INV193035,3,22.88,60.39,68.96,1312.76,683.08,629.68,EUR
20240919,7,24,1,1,2,INV559507,4,48.49,178.06,851.47,7782.66,4775.55,3007.11,EUR
20250713,25,4,4,13,3,INV782591,2,8.97,24.0,36.42,178.86,105.25,73.61,EUR
20241122,17,4,1,6,1,INV493696,2,36.87,113.94,754.6,3446.37,1819.45,1626.92,EUR
20250831,40,29,4,12,1,INV552275,2,30.76,92.5,30.48,2814.82,1687.0,1127.82,EUR
20240713,27,23,3,11,2,INV411847,2,5.7,84.65,53.04,429.47,277.99,151.48,EUR
20240225,24,1,4,2,2,INV963918,5,24.54,28.43,28.88,668.79,462.44,206.35,EUR
20240324,31,28,1,5,2,INV593821,4,44.85,60.35,347.47,2359.23,1453.89,905.34,EUR
20250114,25,12,2,8,1,INV376085,4,23.79,52.99,67.71,1192.92,618.52,574.4,EUR
20251214,7,3,3,13,3,INV534096,5,12.15,21.59,20.31,242.01,158.95,83.06,EUR
20250702,31,19,2,8,2,INV182790,4,45.24,145.72,662.01,5930.36,4567.19,1363.17,EUR
20250808,40,5,1,13,2,INV281276,2,48.64,163.61,200.84,7757.15,4863.83,2893.32,EUR
20251130,28,7,2,14,3,INV370413,3,45.63,183.69,112.34,8269.43,5097.52,3171.91,EUR
20250210,36,11,3,9,2,INV112964,5,29.79,158.52,106.27,4616.04,2515.25,2100.79,EUR
20250803,38,19,1,2,3,INV917411,1,39.5,174.82,1215.54,5689.85,4343.45,1346.4,EUR
20240927,25,21,4,10,3,INV596025,1,9.44,86.57,101.05,716.17,504.36,211.81,EUR
20250215,3,13,3,12,1,INV151685,4,46.12,180.44,33.68,8288.21,6176.5,2111.71,EUR
20241106,20,9,4,14,3,INV818119,1,48.65,53.31,155.86,2437.67,1762.72,674.95,EUR
20241124,18,24,4,10,3,INV193624,2,22.64,183.55,338.41,3817.16,2463.36,1353.8,EUR
20250612,24,27,1,9,1,INV168804,3,35.77,86.64,483.78,2615.33,1719.02,896.31,EUR
20250805,2,6,2,14,1,INV977633,1,13.23,96.73,234.97,1044.77,743.24,301.53,EUR
20241007,24,27,4,9,2,INV766275,1,34.38,55.97,188.11,1736.14,1100.42,635.72,EUR
20250430,38,18,3,6,1,INV978343,3,37.7,140.88,302.81,5008.37,3085.0,1923.37,EUR
20240615,37,25,2,14,1,INV778827,2,34.21,61.13,171.28,1919.98,971.54,948.44,EUR
20251129,1,16,2,11,1,INV730343,1,11.96,125.59,283.29,1218.77,869.99,348.78,EUR
20251227,18,14,4,14,2,INV581294,3,11.69,67.41,82.05,705.97,485.06,220.91,EUR
20250821,7,1,3,9,3,INV722615,5,14.85,140.04,200.36,1879.23,1129.2,750.03,EUR
20241010,21,28,3,5,3,INV845635,3,10.23,108.29,53.24,1054.57,545.25,509.32,EUR
20250906,26,22,3,11,1,INV856320,1,33.11,199.52,342.76,6263.35,3918.16,2345.19,EUR
20250201,3,19,2,6,3,INV848021,2,34.63,131.28,432.56,4113.67,3217.71,895.96,EUR
20250102,33,10,2,14,3,INV685365,2,15.4,99.45,226.95,1304.58,936.11,368.47,EUR
20250726,12,22,3,11,1,INV333049,3,11.94,175.57,176.29,1920.02,1470.84,449.18,EUR
20250115,17,19,3,8,1,INV593393,1,43.45,120.88,991.94,4260.3,2221.17,2039.13,EUR
20240718,33,4,4,9,2,INV533174,1,43.67,38.65,334.99,1352.86,815.51,537.35,EUR
20250806,30,5,3,14,3,INV289117,1,24.89,129.9,114.34,3118.87,2153.11,965.76,EUR
20240105,29,9,2,13,1,INV704272,2,24.99,155.08,68.24,3807.21,2605.44,1201.77,EUR
20251010,28,13,4,8,2,INV104895,1,27.16,148.83,768.08,3274.14,2513.24,760.9,EUR
20250627,13,1,1,11,3,INV360909,2,34.98,75.43,68.04,2570.5,1581.02,989.48,EUR
20250825,20,6,1,14,1,INV412687,3,23.34,108.85,266.31,2274.25,1433.0,841.25,EUR
20251204,9,11,4,6,1,INV272892,4,1.94,52.62,20.11,81.97,46.18,35.79,EUR
20240123,38,17,2,2,2,INV845652,1,19.38,131.66,393.58,2157.99,1482.41,675.58,EUR
20250831,4,22,1,11,1,INV150578,1,21.42,82.25,192.84,1568.96,1007.77,561.19,EUR
20240605,14,23,1,5,2,INV793805,1,33.46,61.3,248.44,1802.66,975.51,827.15,EUR
20240417,33,24,1,5,1,INV922880,1,25.39,125.71,496.61,2695.17,2019.89,675.28,EUR
20240725,23,23,4,5,1,INV141319,5,25.32,49.46,233.72,1018.61,610.33,408.28,EUR
20240103,1,22,1,2,3,INV801520,4,8.31,27.12,23.06,202.31,145.07,57.24,EUR
20240413,17,21,2,8,2,INV376955,4,3.45,164.5,99.22,468.3,353.88,114.42,EUR
20250103,21,14,1,2,1,INV110142,2,33.5,42.4,101.57,1318.83,832.6,486.23,EUR
20250928,18,29,1,6,2,INV291752,1,20.64,192.84,216.39,3763.83,2317.45,1446.38,EUR
20250504,27,21,2,2,1,INV829987,1,49.1,170.43,173.58,8194.53,6337.39,1857.14,EUR
20250509,37,22,4,3,3,INV498197,3,30.96,173.89,947.47,4436.16,3185.98,1250.18,EUR
20240513,31,30,4,2,2,INV562094,1,4.1,134.44,1.36,549.84,418.15,131.69,EUR
20250621,37,24,2,11,2,INV644315,5,34.72,127.47,383.14,4042.62,2902.58,1140.04,EUR
20250508,23,22,4,3,3,INV742686,1,1.57,187.53,29.77,264.65,169.58,95.07,EUR
20250522,11,3,4,6,1,INV446968,3,3.47,52.31,23.35,158.17,98.22,59.95,EUR
20240828,6,15,4,13,3,INV569865,1,42.97,94.94,96.85,3982.72,2585.63,1397.09,EUR
20251031,2,4,4,7,1,INV684194,5,1.01,27.27,3.33,24.21,16.6,7.61,EUR
20241107,33,18,2,11,3,INV578368,3,18.8,20.31,17.02,364.81,232.14,132.67,EUR
20250727,40,20,4,12,3,INV480941,4,6.59,154.27,45.09,971.55,585.27,386.28,EUR
20251010,19,18,3,12,1,INV148001,2,25.13,166.15,620.05,3555.3,2214.11,1341.19,EUR
20240917,40,7,2,2,2,INV326061,4,41.4,46.21,129.3,1783.79,1297.07,486.72,EUR
20240217,38,4,4,8,3,INV717942,5,7.6,104.78,84.47,711.86,366.3,345.56,EUR
20250319,38,16,2,12,3,INV282085,2,6.07,134.93,99.29,719.74,429.36,290.38,EUR
20250128,27,20,2,5,2,INV459513,3,23.19,35.34,67.65,751.88,533.84,218.04,EUR
20250608,20,27,3,12,3,INV680472,2,10.84,128.59,81.01,1312.91,792.46,520.45,EUR
20251119,9,23,2,9,3,INV828038,3,35.81,154.55,622.38,4912.06,3314.86,1597.2,EUR
20251114,27,22,3,14,2,INV947568,1,26.61,14.8,11.45,382.38,268.08,114.3,EUR
20240723,18,25,2,5,3,INV362732,2,42.13,141.21,351.17,5598.01,4064.59,1533.42,EUR
20240203,23,27,4,2,3,INV808340,5,43.38,151.06,735.6,5817.38,3323.34,2494.04,EUR
20251213,19,23,1,7,2,INV536801,3,48.33,20.22,145.35,831.88,466.62,365.26,EUR
20250329,15,30,3,13,3,INV673167,5,10.63,147.73,60.77,1509.6,958.06,551.54,EUR
20251130,5,6,2,12,3,INV225151,4,2.99,63.03,9.96,178.5,97.87,80.63,EUR
20240918,1,11,4,12,1,INV141880,2,46.5,123.41,887.94,4850.62,3335.33,1515.29,EUR
20251108,20,16,3,2,3,INV433299,5,11.78,44.94,7.22,522.17,340.22,181.95,EUR
20250301,35,18,4,2,2,INV331942,2,33.5,72.9,143.39,2298.76,1804.74,494.02,EUR
20250925,34,16,1,2,3,INV462814,4,12.78,132.03,310.0,1377.34,789.42,587.92,EUR
20240210,21,13,1,7,2,INV666479,3,2.21,108.2,36.85,202.27,132.34,69.93,EUR
20250604,29,16,1,5,3,INV301863,3,26.18,190.16,166.67,4811.72,3786.26,1025.46,EUR
20250704,35,1,1,4,3,INV760093,2,43.38,90.6,81.69,3848.54,2545.14,1303.4,EUR
20251220,28,21,1,12,3,INV261223,1,23.5,73.03,30.04,1686.16,870.53,815.63,EUR
20240914,36,3,2,5,2,INV506881,4,31.88,92.27,9.94,2931.63,2057.97,873.66,EUR
20250701,1,21,1,13,3,INV714054,1,35.34,23.79,156.05,684.69,364.15,320.54,EUR
20251203,20,20,1,5,2,INV499941,4,41.28,15.86,20.47,634.23,358.95,275.28,EUR
20250204,35,10,2,5,3,INV933635,3,47.91,12.12,101.59,479.08,259.86,219.22,EUR
20240212,1,19,4,9,3,INV189261,3,11.29,150.87,247.3,1456.02,820.5,635.52,EUR
20251023,33,5,2,3,1,INV746850,3,10.52,44.46,74.8,392.92,296.92,96.0,EUR
20250716,30,21,1,5,3,INV170634,3,5.81,147.86,83.71,775.36,464.64,310.72,EUR
20240511,16,4,3,10,1,INV302897,3,24.81,72.39,236.86,1559.14,1103.93,455.21,EUR
20240605,37,19,3,13,2,INV549112,2,1.24,56.77,3.12,67.27,48.57,18.7,EUR
20250322,18,27,3,3,3,INV868577,3,44.02,97.94,309.33,4001.99,2367.74,1634.25,EUR
20250718,7,6,1,14,2,INV966589,2,44.67,47.32,310.11,1803.67,1240.9,562.77,EUR
20240318,2,28,1,14,3,INV707021,4,38.69,50.42,14.3,1936.45,1119.63,816.82,EUR
20250706,31,21,2,6,2,INV334153,5,36.93,65.29,224.09,2187.07,1428.43,758.64,EUR
20250210,24,17,1,11,1,INV989173,5,34.52,153.87,149.12,5162.47,2827.83,2334.64,EUR
20250802,37,22,2,12,3,INV606990,3,2.98,154.68,21.36,439.59,254.66,184.93,EUR
20240827,3,22,2,9,2,INV506945,4,45.98,177.49,65.13,8095.86,5623.04,2472.82,EUR
20240415,34,21,3,14,3,INV376106,5,27.67,43.03,155.66,1034.98,630.91,404.07,EUR
20251031,5,17,3,7,1,INV641455,4,18.29,174.87,311.43,2886.94,1861.02,1025.92,EUR
20250910,1,17,2,8,1,INV341162,1,26.21,63.35,49.89,1610.51,881.28,729.23,EUR
20250908,8,22,2,7,2,INV855242,1,24.59,100.97,104.63,2378.22,1304.15,1074.07,EUR
20250224,2,8,1,3,3,INV721121,2,7.6,107.4,145.42,670.82,364.97,305.85,EUR
20240619,17,30,2,9,2,INV728471,5,32.24,176.92,830.46,4873.44,3637.49,1235.95,EUR
20240328,14,15,4,14,2,INV278852,2,41.69,124.16,822.62,4353.61,3248.38,1105.23,EUR
20240705,40,22,3,3,3,INV818894,3,46.2,123.34,78.46,5619.85,3447.57,2172.28,EUR
20240515,7,1,2,9,3,INV817611,4,41.5,125.05,184.15,5005.43,3856.6,1148.83,EUR
20250906,3,29,1,2,2,INV791423,2,45.2,112.46,1.22,5081.97,3970.65,1111.32,EUR
20251125,28,17,4,6,1,INV831531,5,22.02,188.3,399.81,3746.56,2737.24,1009.32,EUR
20241224,38,26,1,7,1,INV366881,4,38.53,182.92,118.15,6929.76,4708.69,2221.07,EUR
20250710,27,9,2,1,3,INV879769,1,29.32,32.39,1.37,948.3,660.36,287.94,EUR
20251205,21,14,3,2,1,INV546768,5,13.43,172.45,196.19,2119.81,1292.43,827.38,EUR
20241009,26,25,2,7,3,INV921861,5,24.64,80.34,219.7,1759.88,1013.93,745.95,EUR
20241110,37,12,4,12,1,INV996531,1,37.64,94.85,499.33,3070.82,1684.46,1386.36,EUR
20240807,33,13,3,13,3,INV743852,1,8.88,193.27,1.82,1714.42,904.06,810.36,EUR
20240528,31,30,4,2,1,INV375871,2,19.17,125.72,349.21,2060.84,1605.82,455.02,EUR
20250214,40,21,3,12,3,INV160254,2,32.37,93.4,121.97,2901.39,2022.46,878.93,EUR
20250614,19,7,1,13,3,INV635348,5,35.22,126.89,602.45,3866.62,2350.6,1516.02,EUR
20251101,1,6,1,5,2,INV470281,4,20.87,48.06,3.08,999.93,711.04,288.89,EUR
20240402,36,10,3,6,2,INV337288,5,48.19,96.4,375.32,4270.2,2141.06,2129.14,EUR
20240628,27,17,1,9,1,INV627611,3,17.66,32.23,58.43,510.75,294.86,215.89,EUR
20250704,37,9,4,7,3,INV607122,2,38.12,192.64,673.9,6669.54,4256.61,2412.93,EUR
20250823,2,16,1,5,1,INV501261,2,34.17,53.69,115.85,1718.74,1352.02,366.72,EUR
20250612,35,1,3,4,2,INV197527,4,34.01,166.0,85.85,5559.81,4333.42,1226.39,EUR
20250502,21,12,2,10,2,INV291663,2,25.45,47.94,179.46,1040.61,792.76,247.85,EUR
20240730,15,7,2,14,3,INV473321,2,39.17,32.78,20.16,1263.83,994.3,269.53,EUR
20250519,40,1,1,14,2,INV489227,5,16.46,180.64,523.89,2449.44,1646.9,802.54,EUR
20241008,32,6,3,7,1,INV886609,5,7.28,109.89,67.71,732.29,572.57,159.72,EUR
20240203,33,12,4,14,3,INV913594,2,23.4,32.87,79.72,689.44,410.01,279.43,EUR
20240109,1,22,2,7,3,INV205641,3,18.72,173.75,121.75,3130.85,1812.31,1318.54,EUR
20241002,31,20,3,6,1,INV622998,4,11.32,143.14,120.65,1499.69,1134.21,365.48,EUR
20241013,29,6,2,10,3,INV339669,1,36.32,162.78,656.65,5255.52,3977.86,1277.66,EUR
20240719,10,26,2,8,1,INV285186,4,25.48,199.16,862.06,4212.54,2759.64,1452.9,EUR
20241119,32,10,3,9,3,INV150026,4,5.85,41.03,10.34,229.69,132.37,97.32,EUR
20251006,7,15,3,5,2,INV477808,5,28.32,163.9,319.48,4322.17,2695.0,1627.17,EUR
20241225,39,7,2,13,2,INV472358,3,33.99,102.62,513.81,2974.24,2280.91,693.33,EUR
20250125,40,10,4,11,1,INV275715,3,21.67,126.34,221.64,2516.15,1942.77,573.38,EUR
20240322,11,11,2,6,2,INV784733,3,35.81,125.02,354.09,4122.88,3159.39,963.49,EUR
20250106,38,17,4,7,1,INV292818,1,7.13,54.58,19.59,369.57,267.26,102.31,EUR
20240322,14,6,4,2,1,INV166891,4,27.87,15.01,33.22,385.11,280.94,104.17,EUR
20240326,7,9,2,2,3,INV508783,3,12.24,150.14,162.88,1674.83,900.93,773.9,EUR
20250623,11,1,1,11,2,INV440998,4,23.89,175.47,783.78,3408.2,2264.97,1143.23,EUR
20240518,35,6,4,11,3,INV766738,5,22.31,131.56,313.34,2621.76,2025.77,595.99,EUR
20250508,35,8,1,8,2,INV483551,4,13.73,67.68,0.02,929.23,691.92,237.31,EUR
20240519,23,10,4,9,1,INV821179,4,47.4,100.64,8.71,4761.63,2995.69,1765.94,EUR
20241026,39,8,1,9,2,INV297731,4,44.23,93.05,205.69,3909.91,2793.56,1116.35,EUR
20251023,25,27,4,4,2,INV183057,4,31.64,108.16,547.52,2874.66,1966.17,908.49,EUR
20251211,18,10,3,7,1,INV994940,1,9.94,65.02,82.32,563.98,386.51,177.47,EUR
20241005,40,16,2,6,1,INV259540,1,48.52,14.2,133.98,555.0,324.47,230.53,EUR
20240508,29,24,1,4,1,INV258003,1,25.19,74.96,117.67,1770.57,1309.94,460.63,EUR
20250115,30,23,1,6,1,INV984522,2,3.75,157.37,8.43,581.71,372.9,208.81,EUR
20240715,17,27,4,14,1,INV227885,2,19.86,195.24,191.67,3685.8,2942.6,743.2,EUR
20240722,30,24,1,9,3,INV318572,4,20.07,192.63,723.9,3142.18,1720.61,1421.57,EUR
20240213,36,17,1,5,2,INV769536,3,10.74,178.63,331.38,1587.11,897.25,689.86,EUR
20240425,16,21,4,6,1,INV275490,3,29.65,85.2,122.82,2403.36,1900.22,503.14,EUR
20250818,31,23,2,6,1,INV360804,2,25.5,140.33,242.2,3336.22,2638.6,697.62,EUR
20251002,4,2,3,11,1,INV835395,5,39.78,33.91,62.77,1286.17,1021.87,264.3,EUR
20251022,23,26,4,12,1,INV122390,4,18.55,35.6,118.69,541.69,349.71,191.98,EUR
20250324,36,10,4,4,3,INV295692,5,18.04,149.16,148.17,2542.68,1905.5,637.18,EUR
20250721,11,3,2,8,2,INV959222,3,27.54,96.28,411.48,2240.07,1460.05,780.02,EUR
20240708,2,20,3,13,3,INV350385,3,36.33,135.07,528.94,4378.15,2698.02,1680.13,EUR
20250620,32,25,2,10,2,INV438270,4,32.4,30.99,105.07,899.01,467.49,431.52,EUR
20240512,12,28,1,4,1,INV608947,2,5.84,118.49,115.74,576.24,401.86,174.38,EUR
20250622,40,23,3,1,2,INV331444,5,36.17,12.49,83.22,368.54,256.77,111.77,EUR
20240322,30,26,1,6,3,INV879592,4,41.28,160.91,77.45,6564.91,4497.49,2067.42,EUR
20250625,3,24,1,14,2,INV181721,2,48.07,28.45,198.35,1169.24,771.11,398.13,EUR
20240713,13,17,2,10,3,INV287588,5,37.71,88.89,70.74,3281.3,2269.31,1011.99,EUR
20250101,30,23,4,2,1,INV930956,2,27.95,105.89,389.21,2570.42,1696.91,873.51,EUR
20250906,29,30,3,6,3,INV440424,3,21.2,130.32,456.5,2306.28,1376.93,929.35,EUR
20240903,37,18,2,7,3,INV880746,3,18.64,95.96,343.37,1445.32,722.74,722.58,EUR
20240205,19,20,1,9,1,INV416503,1,15.72,52.16,140.33,679.63,344.24,335.39,EUR
20251207,18,30,2,2,1,INV582732,3,8.65,60.35,92.88,429.15,246.74,182.41,EUR
20240919,20,3,4,10,1,INV869933,1,36.46,160.65,202.55,5654.75,4228.12,1426.63,EUR
20251207,37,27,1,10,3,INV414985,1,36.81,119.49,69.04,4329.39,2237.33,2092.06,EUR
20241208,23,29,4,7,1,INV907812,2,37.64,171.4,1198.24,5253.26,3625.62,1627.64,EUR
20251009,25,2,3,9,1,INV434827,5,28.68,72.1,288.57,1779.26,971.4,807.86,EUR
20251120,26,15,1,4,2,INV403859,4,8.25,73.87,58.0,551.43,399.01,152.42,EUR
20250715,26,9,1,7,3,INV555596,2,38.34,101.38,154.01,3732.9,2309.16,1423.74,EUR
20250808,13,18,2,4,1,INV379190,4,16.85,185.59,56.04,3071.15,2154.49,916.66,EUR
20250309,24,12,2,6,2,INV722725,1,38.71,42.16,114.15,1517.86,1133.04,384.82,EUR
20250328,40,5,4,1,1,INV309385,3,8.64,148.41,22.01,1260.25,909.74,350.51,EUR
20240905,40,30,2,14,2,INV114400,3,35.0,31.14,98.1,991.8,502.67,489.13,EUR
20240802,35,7,2,9,3,INV886804,3,27.89,128.38,710.59,2869.93,2033.41,836.52,EUR
20251115,2,13,1,5,1,INV163029,3,10.83,142.34,83.64,1457.9,932.31,525.59,EUR
20240109,5,13,3,11,3,INV477717,1,1.93,174.81,43.82,293.56,167.14,126.42,EUR
20250124,33,23,1,6,2,INV726111,5,5.31,47.79,49.07,204.69,136.78,67.91,EUR
20251230,2,2,2,9,2,INV449773,4,20.28,39.83,56.02,751.73,455.23,296.5,EUR
20251002,20,8,3,13,1,INV756190,3,44.06,179.18,1286.61,6608.06,3362.44,3245.62,EUR
20250722,18,8,2,6,2,INV788842,2,5.3,82.62,84.13,353.76,241.88,111.88,EUR
20251002,15,14,2,10,1,INV547180,3,45.58,72.56,358.66,2948.62,1657.2,1291.42,EUR
20240521,38,18,2,14,1,INV424008,5,45.57,91.71,759.78,3419.44,2499.66,919.78,EUR
20251102,37,30,2,6,1,INV684413,5,47.48,32.49,97.99,1444.64,1103.55,341.09,EUR
20240131,21,29,4,7,2,INV564523,3,8.45,45.71,10.16,376.09,191.0,185.09,EUR
20250918,40,9,2,10,1,INV342129,1,18.6,140.75,249.54,2368.41,1541.12,827.29,EUR
20250911,31,23,3,3,2,INV615318,4,7.74,46.72,2.33,359.28,262.05,97.23,EUR
20240116,18,14,2,12,3,INV312686,2,4.24,186.15,155.59,633.69,481.69,152.0,EUR
20250516,21,28,4,4,2,INV524533,1,30.79,166.62,738.96,4391.27,2714.88,1676.39,EUR
20250808,39,18,1,9,1,INV573546,4,41.52,18.06,149.35,600.5,393.69,206.81,EUR
20250209,3,18,4,9,3,INV151690,2,15.27,85.63,79.65,1227.92,918.84,309.08,EUR
20250417,11,14,3,10,1,INV823468,5,45.28,98.08,573.88,3867.18,2038.52,1828.66,EUR
20250527,8,6,2,7,2,INV439173,4,2.22,96.2,38.3,175.26,134.73,40.53,EUR
20250410,6,9,3,12,3,INV846030,2,36.2,33.47,27.66,1183.95,751.59,432.36,EUR
20250106,6,17,4,12,3,INV741804,2,19.56,82.32,247.41,1362.77,1054.34,308.43,EUR
20250802,10,6,2,3,3,INV153802,4,16.1,148.73,460.22,1934.33,1134.74,799.59,EUR
20240704,8,29,2,4,1,INV752801,3,1.6,104.55,16.68,150.6,111.78,38.82,EUR
20250914,32,8,2,10,3,INV598820,4,21.1,25.09,63.54,465.86,267.13,198.73,EUR
20250714,18,20,2,1,1,INV255457,1,33.01,16.98,95.72,464.79,325.4,139.39,EUR
20250909,20,11,1,1,1,INV537211,2,8.91,64.03,75.41,495.1,351.5,143.6,EUR
20250809,36,6,4,12,3,INV477685,1,5.56,66.87,27.41,344.39,211.35,133.04,EUR
20240310,28,27,1,5,2,INV241081,1,35.04,62.14,229.52,1947.87,1280.52,667.35,EUR
20251213,14,20,1,2,3,INV865175,5,49.37,101.9,692.9,4337.9,3384.29,953.61,EUR
20251224,19,14,3,5,3,INV703080,5,18.34,34.65,71.51,563.97,369.91,194.06,EUR
20251009,32,16,2,10,1,INV843007,3,48.98,10.3,2.42,502.07,345.24,156.83,EUR
20240430,14,26,4,7,1,INV450006,3,28.46,131.13,8.43,3723.53,2086.5,1637.03,EUR
20241015,17,26,1,5,2,INV631302,5,16.87,11.16,25.82,162.45,97.86,64.59,EUR
20250805,40,1,2,4,2,INV974329,3,46.19,101.03,442.86,4223.72,2156.92,2066.8,EUR
20240519,31,5,4,14,3,INV451387,4,39.42,88.65,519.0,2975.58,2233.27,742.31,EUR
20241102,37,24,3,9,3,INV119627,2,29.29,73.03,391.95,1747.1,1290.64,456.46,EUR
20240308,10,9,1,6,2,INV756944,5,42.28,118.49,390.33,4619.43,3134.55,1484.88,EUR
20241111,21,23,1,5,2,INV191014,4,43.98,80.6,588.05,2956.74,1746.81,1209.93,EUR
20250621,20,6,1,6,1,INV915572,2,45.75,94.32,21.52,4293.62,2768.52,1525.1,EUR
20250527,10,7,3,8,3,INV649063,3,39.0,37.23,253.17,1198.8,895.07,303.73,EUR
20250612,9,7,1,8,2,INV848344,5,6.68,69.09,4.06,457.46,345.12,112.34,EUR
20240330,22,15,1,2,3,INV903398,3,2.1,154.11,41.35,282.28,158.91,123.37,EUR
20240724,13,10,3,9,2,INV910326,4,33.89,61.8,65.97,2028.43,1083.87,944.56,EUR
20250929,36,17,1,4,3,INV467335,5,16.61,36.9,86.34,526.57,308.03,218.54,EUR
20240907,11,3,3,10,2,INV666836,4,3.49,15.51,9.78,44.35,22.85,21.5,EUR
20250127,4,3,4,7,1,INV838908,5,44.67,129.6,799.06,4990.17,3162.52,1827.65,EUR
20241230,20,11,2,12,3,INV948612,5,4.85,185.33,137.42,761.43,510.41,251.02,EUR
20240405,30,4,4,5,3,INV775721,4,24.06,190.02,131.42,4440.46,3413.43,1027.03,EUR
20240921,24,13,2,12,3,INV446373,3,23.21,15.75,34.75,330.81,200.28,130.53,EUR
20250417,11,10,3,10,3,INV233582,5,6.04,165.34,159.14,839.51,501.83,337.68,EUR
20251027,5,26,3,9,2,INV520286,5,21.26,127.97,298.15,2422.49,1919.02,503.47,EUR
20250128,5,11,2,14,3,INV719677,4,39.43,92.72,575.69,3080.26,2043.32,1036.94,EUR
20240829,12,22,1,12,3,INV702080,4,6.6,123.25,52.94,760.51,402.54,357.97,EUR
20250331,12,10,4,2,3,INV214027,5,38.8,81.99,314.49,2866.72,2001.11,865.61,EUR
20240402,14,27,2,10,3,INV949178,1,38.1,135.57,467.94,4697.28,2759.42,1937.86,EUR
20250922,37,15,2,4,3,INV431976,3,28.94,183.51,323.48,4987.3,3905.06,1082.24,EUR
20250321,23,3,1,10,3,INV523831,2,42.77,21.86,168.49,766.46,605.79,160.67,EUR
20240101,36,27,3,2,2,INV132699,2,22.15,122.13,338.26,2366.92,1688.87,678.05,EUR
20250219,25,14,2,11,1,INV597938,2,10.22,83.07,156.97,692.01,520.38,171.63,EUR
20240606,19,28,2,3,1,INV175231,1,8.06,178.13,188.92,1246.81,988.09,258.72,EUR
20240519,6,5,4,14,2,INV927251,5,46.59,128.42,543.74,5439.35,3411.76,2027.59,EUR
20250405,25,12,2,3,2,INV733941,1,29.32,170.89,237.25,4773.24,3105.08,1668.16,EUR
20250224,35,19,3,1,1,INV695748,4,35.54,31.5,107.82,1011.69,715.42,296.27,EUR
20240525,34,28,3,8,3,INV182034,5,44.61,26.8,112.97,1082.58,782.17,300.41,EUR
20251115,5,22,3,10,1,INV460234,5,39.15,99.09,397.76,3481.61,2230.91,1250.7,EUR
20241205,27,12,3,5,1,INV137042,5,37.72,148.12,629.9,4957.19,2569.93,2387.26,EUR
20250429,38,6,1,11,2,INV948188,5,2.34,102.1,6.06,232.85,121.79,111.06,EUR
20241011,17,5,3,5,2,INV114892,1,30.59,182.92,826.98,4768.54,3327.23,1441.31,EUR
20250113,12,9,2,8,1,INV938202,5,43.24,75.14,54.84,3194.21,1736.12,1458.09,EUR
20240606,32,25,4,13,2,INV349505,4,36.57,41.78,176.55,1351.34,1016.95,334.39,EUR
20240225,17,25,1,1,1,INV586554,4,24.34,100.49,463.87,1982.06,1539.54,442.52,EUR
20240827,25,22,4,8,2,INV252200,5,43.64,12.25,99.14,435.45,276.36,159.09,EUR
20251125,21,17,1,2,3,INV768387,3,47.85,92.04,808.63,3595.48,2723.6,871.88,EUR
20241209,18,9,1,5,3,INV712553,4,23.59,138.31,157.78,3104.95,2178.33,926.62,EUR
20240718,34,11,2,6,3,INV111091,1,41.75,12.27,10.01,502.26,266.79,235.47,EUR
20250401,23,8,3,5,1,INV135695,1,31.35,20.81,77.52,574.87,441.61,133.26,EUR
20240810,39,21,1,12,1,INV190582,5,7.37,134.71,178.69,814.12,545.31,268.81,EUR
20240708,8,23,2,5,2,INV589638,1,32.3,185.31,330.86,5654.65,3551.66,2102.99,EUR
20251114,21,9,2,13,1,INV390756,1,19.76,73.2,17.37,1429.06,1124.22,304.84,EUR
